@relation CB10PSB4SE_MEAN-weka.filters.unsupervised.attribute.Remove-R1-10

@attribute INT-INT numeric
@attribute INT-FLOAT numeric
@attribute FLOAT-FLOAT numeric
@attribute BOOL-BOOL numeric
@attribute REF-REF {RANDOM,0,0.333333,0.416667,0.025641,0.5,GA,1,0.033333,0.125,1.75,0.166667,0.25,0.337278,0.2,0.423077,0.39887,0.4,0.049668,0.10754,0.003077,0.044444,0.08,0.034483,0.00297,0.375,0.090909,0.361111,0.111111,1.071428,0.083333,0.041667,0.190741,0.666667,0.555556,0.533333,0.57037,0.040816,0.343235,0.494777,0.7,0.133333,0.233333,0.09375,0.785714,0.266667,0.142857,0.047619,1.666667,0.466667,0.055719,0.020202,0.030303,0.642857,0.733333,0.444444,0.933333,0.004325,0.180952,0.833333,0.043478,0.75,0.732051,1.2,0.222222,0.024691,0.099432,1.255861,0.371429,0.004456,0.1,0.196429,2,0.296296}
@attribute REF-NULL numeric
@attribute VARVAR numeric
@attribute VAREXP numeric
@attribute VARMETHOD numeric
@attribute VARCONST numeric
@attribute VARARRAY numeric
@attribute EXPEXP numeric
@attribute EXPMETHOD numeric
@attribute EXPCONST numeric
@attribute EXPARRAY numeric
@attribute METHODMETHOD numeric
@attribute METHODCONST numeric
@attribute METHODARRAY numeric
@attribute CONSTCONST numeric
@attribute CONSTARRAY numeric
@attribute ARRAYARRAY numeric
@attribute NLp numeric
@attribute NNLp numeric
@attribute Nodes numeric
@attribute Edges numeric
@attribute CompCicl numeric
@attribute NPths numeric
@attribute PS numeric
@attribute NCtr numeric
@attribute NEl numeric
@attribute NCtt numeric
@attribute NVar numeric
@attribute NEx numeric
@attribute NMC numeric
@attribute NIC numeric
@attribute NIntC numeric
@attribute NEC numeric
@attribute NInt numeric
@attribute NFlt numeric
@attribute NNull numeric
@attribute NArr numeric
@attribute NStr numeric
@attribute NObj numeric
@attribute NLExp numeric
@attribute UPC numeric
@attribute Args numeric
@attribute Lob numeric
@attribute CLASS {GA,RANDOM}

@data
0,0,0,2.666667,0,0,0,0,0,0,0,0,0,0,0,0,2.666667,0,0,0,0,2,1,7,8,3,3,6.333334,2.666667,12.666667,2.666667,2.666667,0,7.333334,0,0,7.333334,5.333334,0,0,0,0,7.333334,0,1,0,62,RANDOM
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,2,2,2,2,1,6,3,1,0,2,0,2,0,0,0,1,3,0,3,0,0,0,20,GA
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,2,2,2.5,1,2,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,13,GA
0,0,0,0.5,0,0,0,0.25,0,0.5,0,0,0,0,0,0,0.5,0,0,0,0,0.5,0,3.5,3,2,2,3,1.25,4.5,1.5,1.75,0,1.25,0,0.75,0.5,2.75,0,0,0.5,0.75,1.75,0,0,2,616,GA
0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,3,2.5,2,2,2.5,1,2.5,1,0.5,0.5,0.5,0,0,0,1,0,0,0,0,0.5,0,0,0.5,14.5,GA
0,0,0,1.222222,0,0,0,0,0,1,0,0,0,0,0,0,1.888889,0,0.111111,0,0,0,0,12,16,9,9,6.111111,3.666667,9.111112,4.333334,1,0.666667,3.111111,0,1.333333,1.111111,2.444444,0,1.888889,1.555556,0,2.888889,0,0,0,148,GA
0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2.375,2,2,2.1875,1,2,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0.75,19.25,GA
0.228265,64187,-0.085599,1.001932,RANDOM,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.666667,0,0,0,0,0,0,5,6,3,3,3.666667,1.666667,11.666667,4.333334,3.333333,0,4,0,1.333333,1.666667,5.333334,0,0.666667,0,0,4.666666,0,0,0,55,GA
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,2,2,3,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,36,RANDOM
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,2,3,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10,GA
0,0,0,1.161111,0,0.295833,0,0.094444,0,1.018056,0,0,0,0,0,0,1.440278,0,0.041667,0,0,0.5,0,9.333333,11.666667,5.5,5.5,4.770833,2.761111,11.252778,3.481944,3.740278,0.166667,3.863889,0,1.409722,2.454167,4.033333,0,0.858333,1.168056,0.283333,5.243056,0,0,1,63.333333,GA
0,0,0,0.25,0,0,0,0,0,0,0,0,0.375,0,0,0.5,1.458333,0,0,0,0,0.5,0,6,6.5,3.5,3.5,4.333333,2.333333,13.125,3.083333,3.5,0,6.541667,0,1.833333,4.708333,5.333333,0,0.333333,0.25,0,7.208334,0,0,0.5,40.5,GA
0,0,0,0.666667,0,0,0,0.166667,0,1.666667,0,0,0,0,0,0,1,0,0,0,0,1,0,13,13,6,6,5.666666,3.166667,18.166668,6.833334,5.666666,0.333333,5.333334,0.333333,0,5,7,0,0.333333,4,2.833333,7.833334,0,0,0,80,GA
0.402452,81379,0.208631,1.047776,GA,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
0.461099,68656,0.109029,1.10857,GA,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.642857,0,0,0,0,0,0,4.5,7,4.5,4.5,3.5,1.428571,4.642857,1.285714,0.642857,0.785714,1.928572,0,1.285714,0.642857,1.285714,0,0,0.642857,0,1.928572,0,0.5,0,17.5,GA
0,0,0,0.6,0.333333,0.555556,0.333333,0,0,0.555556,0,0,0,0,0,0,1.266667,0,0,0,0,0,0,7,7.333333,3.666667,3.666667,4.022222,2.155556,5.844444,2.088889,1.822222,0,1.933333,1,0.666667,0,1.2,0,1.222222,0,0,3.155556,0,0.333333,0.666667,28,GA
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,2,2,4,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22,RANDOM
0,0,0,0.833333,0,0.142857,0,0.214286,0,0.714286,0,0,0,0,0,0,0.690476,0,0,0,0,0.857143,0,4.428571,4.571429,2.285714,2.285714,3.976191,1.619048,6.904762,1.833333,2.261905,0,2.809524,0,0.738095,2.071429,3.166667,0,0.142857,0,0.642857,3.595238,0,0.285714,0.857143,26.714286,RANDOM
0,0,0,0.5,0,0,0.2,0,0,0,0,0,0,0,0,0,2.2,0,0,0,0,0.5,0,7.5,9,3.5,3.5,5,2.4,8.2,2.2,3.4,0,2.6,0,1.8,0.8,6,0,0,0,0,2.2,0,0,1,29.5,GA
0,0,0,0.529762,0.25,0.214286,0.25,0,0,1.178571,0,0,0,0,0,0.178571,0.654762,0,0,0,0,0,0,7.5,8.75,4.25,4.25,4.065476,2.261905,6.488095,2.208333,2.809524,0,1.470238,0.178571,0.583333,0.333333,1.059524,0,1.303571,1.190476,0,3.75,0,0.25,0.5,30,GA
0,0,0,1.291667,0.5,0.888889,0.5,0,0,2.583333,0,0,0.1875,0,0,0,3.041667,0,0,0,0,0.5,0,20,28.5,13,13,8.354166,6.3125,16.124999,6.8125,4.916666,0,4.395833,2.0625,0.666667,1.166667,3.958333,0,4.083333,0.833333,1.520833,7.055555,0,0.5,0,73,GA
0,0,0,1,0,0,0,0,0,1.5,0,0,0,0,0,0,1,0,0,0,0,0,0,6,8,4,4,3.75,2.5,7,3.5,2.5,0,1,0,0,1,5,0,0,2,0,1,0,0,0,72,GA
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,3,2,2,2.5,1,6,2,1,0,3,0,0,3,0,0,1,1,0,4,0,0,0,191,GA
0,0,0,0,0,0.333333,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,2,2,1,2,1,1,0,0,0,0,0,1.333333,0,0.333333,0,0,0.333333,0,0,0.333333,14,GA
0,0,0,0.166667,0,0.333333,0,0,0,0.333333,0,0,0,0,0,0,0.916667,0,0,0,0,0.166667,0,3.5,3.166667,2.166667,2.166667,2.722222,1.25,3.166667,1.5,0.75,0,0.916667,0.333333,0.166667,0.416667,0.833333,0,0.833333,0.5,0.5,1.25,0,0.166667,0.666667,26.166667,GA
0,0,0,1.583333,0,0,0,0,0,0,0,0,0,0,0,0,2.583333,0,0,0,0,0.5,0,7,9,4,4,4.666667,2.583333,10.416666,3.833333,2.083333,0,4.5,0,0,4.25,3.166667,0,1,0.5,0,5,0,0,0.5,89.5,GA
0,0,0,0.59375,0,0,0,0.21875,0,1.65625,0,0.015625,0,0,0,0,2.921875,0,0.40625,0,0,0.25,0,13.75,19,7.5,7.5,7.021875,5.21875,16.34375,8.25,5.109375,0,2.984375,0,0.25,2.734375,10.6875,0,0,5.34375,0,2.8125,0,0.25,1.5,62.75,GA
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,3,2,2,2.5,1,4,2,1,0,1,0,0,1,2,0,0,2,0,1,0,0,0.5,19.5,GA
0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,1,0,0,0,0,1,0,4,4,2,2,4,1.5,3.5,2,0,0,1.5,1.5,0,0,3.5,0,0,0,0,0,0,0,0,20,GA
0.88006,67724,0,0.950505,GA,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
0,0,0,0.344096,0.034483,0.982759,0.034483,0,0.01061,0.982759,0,0,0.027094,0.050903,0,0,1.873513,0,0.109195,0,0,0.103448,0,8.965517,11.793103,4.896552,4.896552,5.580162,3.088557,9.758342,5.109077,2.086473,0,2.562793,0.063218,1.175541,1.251411,1.238223,0,2.492529,0.931034,0,4.127382,0,0.275862,0.103448,77.586207,GA
0,0,0,0.428571,0,0,0,0,0,0,0,0,0,0,0,0,1.571428,0,0.571429,0,0,0,0,13,25,14,14,6.071429,2.857143,8.142858,5.214286,0.214286,0.714286,2,0.214286,0,1.785714,1.071428,0,2.285714,0.928571,0,1.785714,0,1,1,101,GA
0,0,0,0.547871,0,0,0,0.631058,0,1.642896,0,0.859817,0,1.4601,0,0,0.754393,0,0,0,0,4.875,3.25,20.75,26.875,8.875,8.875,10.466727,5.359133,20.242521,10.897871,7.107602,0.01087,2.226178,0,1.069611,1.156567,17.433145,0,0,0.16087,0.086957,2.432699,0,0.375,0.5,139.75,GA
0,0,0,2.738095,0,0,0,0,0,0,0,0,0.047619,0,0,0,3.02381,0,0.190476,0,0,1.333333,0.333333,10.333333,12.333333,5,5,6.214286,3.261905,15.238095,3.595238,3.97619,0,7.666667,1.142857,2.285714,4.238095,6.666667,0,0,2.238095,0,8.571429,0,0.333333,1.333333,57.666667,GA
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.375,0,0,0,0,1,0,10,16,8,8,6.75,3.125,23.125,8.75,3.25,0.75,10.375,0,0,10.375,5.5,0,1,3.625,0,12.25,0,0,0,120,RANDOM
0,0,0,0.218152,0.00297,0.255446,0.00462,0.26297,0,0.565457,0,0.232063,0.039869,0.818804,0,0.00099,1.228684,0.00231,0.729125,0.651397,0,4.333333,1.266667,37.733333,55,20.2,20.2,7.846396,4.536291,25.705422,14.528292,7.853384,0,3.323746,2.162227,0.37604,0.778878,20.348411,0,1.318218,0.507525,0.333333,2.256502,0,0.2,2.466667,256,GA
0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.666667,0,0,0,0,0,0,5,4,3,3,2.666667,1.666667,4,1.666667,1.666667,0,0.666667,0,0.666667,0,0,0,1.666667,0,0,2.333333,0,0,1,16,GA
0,0.057143,0,2.193878,0,0,0.057143,0.057143,0,0.897959,0,0,0,0,0,0,1.622449,0,0.163265,0,0,1,0.428571,9,11,4.428571,4.428571,5.634694,2.797959,9.72551,3.087755,1.947959,0,4.689796,0,0.973469,3.716327,5.54898,0.169388,0.142857,0.285714,0,3.792857,0,0.571429,1.428571,81,GA
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,3,2,2,2.5,1,5,2,1,0,2,0,0,2,2,0,0,1,0,2,0,0,0,11,GA
0,0,0,0,0,0,0,0.166667,0,0.666667,0,0,0,0,0,0,0,0,0,0,0,1,0,7,11,6,6,5.5,1.5,3.333333,1,0.833333,0.666667,0.833333,0,0.833333,0,1.833333,0,0,0,0.833333,0.833333,0,0,0,30,GA
0,0,0,0.229167,0,0.583333,0,0,0.1875,1.15625,0,0,0,0,0,0,0.229167,0,0,0,0,0,0,6.375,7.125,3.875,3.875,3.625,1.822917,3.770833,1.427083,1.635417,0.25,0.458333,0,0,0.458333,1.979167,0,0.583333,0.041667,0,0.916667,0,0,0.875,28,GA
0,0,0,0.5,0,0,0.71875,0,0,1.635417,0,0,0,0,0,0,0.5,0,0,0,0,0,0,16,19.5,9.5,9.5,3.625,2.854167,7.927083,2.135417,5.291667,0,0.5,0,0,0.5,5.708333,0,0,1,0,2.21875,0,0.5,0.5,69,GA
0,0,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,1.5,0,0,0,0,1,0,4,4,2,2,4,1.5,6,1.5,1.5,0,3,0,0,3,3,0,0,0,0,3,0,1,0,18,GA
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,2,2.5,1,2,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,57,GA
0,0,0,1.6,0,0,0,0,0,0,0,0,0,0,0,0,2.8,0,0.4,0,0,1,0,9.5,12,5,5,5.7,3.2,19.1,5.6,3.3,0,10.2,0,2.6,7.6,3.6,0,1.8,2,0,11.7,0,0,0.5,69.5,GA
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,2,2,1,2,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,3,15,GA
0,0,0,0,0,0.5,0,0,0,0.5,0,0,0,0,0,0,0.5,0,0,0,0,0,0,3,2.5,2,2,2.25,1,3.5,1.5,1,0,1,0,0.5,0.5,0,0,1,0.5,0,2,0,0,0,27.5,RANDOM
0,0,0,0,0,0.125,0,0,0,0.125,0,0,0,0,0,0,0.541667,0,0,0,0,0,0,6,6,3.25,3.25,3.875,1.416667,3.875,1.166667,0.75,0.75,1.208333,0,0.75,0.458333,0,0,0.666667,0.5,0.083333,1.958333,0,0,0.25,38.25,RANDOM
0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,1,0,0,0,0,1,0,4,4,2,2,4,1.5,5,2,1.5,0,1.5,0,0,1.5,3.5,0,0,0,0,1.5,0,0,0,27,GA
0,0,0,0.692308,0,0.096154,0,0,0,0.557692,0,0,0,0,0,0,0.538462,0,0,0.10989,0,0,0,3.923077,4.384615,2.538462,2.538462,2.804945,1.206044,3.049451,1.282967,1.008242,0,0.758242,0.230769,0.340659,0.186813,1.604396,0,0.403846,0,0,0.854396,0,0,1.230769,30.230769,RANDOM
0,0,0,0.344444,0,0,0,0,0,0,0,0,0.027778,0,0,0.016667,2.949603,0,0,0,0,0.333333,0.166667,11.666667,18.5,9.833333,9.833333,5.748016,3.30873,12.271032,3.594048,3.310317,0.314683,5.051984,0,1.521825,3.530159,2.494444,0,1.888492,0.333333,0,7.24008,0,0.166667,0.833333,90.833333,GA
0,0,0,0.772947,0,0,0,0,0,0,0,0,0.111111,0,0,0,2.743961,0,0.222222,0,0,0,0,12.5,26,16,16,5.971014,3.533816,23.222221,6.73913,1.780193,0.456522,14.246377,0.630435,1.224638,12.391304,4.379227,0,1.693237,3.995169,0,14.086957,0,0.5,0,84,GA
0.740354,199916,0.060709,1.33435,GA,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
0,0,0,0.666667,0,1,0,0,0,1,0,0,0,0,0,0,0.666667,0,0,0,0,0,0,5,5,3,3,3,1.666667,4.666666,2.333333,1.666667,0,0.666667,0,0,0,1.333333,0,1,0,0,1.666667,0,0,1,32,GA
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,2,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,28,GA
0,0,0,0.666667,0,0,0,0.166667,0,0.5,0,0,0,0,0,0,1.166667,0,0,0,0,0.5,0,5.5,5,3,3,3.5,1.833333,10.166666,2.666667,2,0,5.5,0,5.166667,0.333333,3.166667,0,0.5,0.333333,0.833333,5.166667,0,0,1.5,43.5,GA
0,0,0,0,0,0,0,0.25,0,0.5,0,0,0,0,0,0,0.5,0,0,0,0,0.5,0,4,4,2,2,3.5,1.25,3.25,1.5,1.25,0,0.5,0,0,0.5,2.75,0,0,0,0,0.5,0,0,0.5,24,GA
0,0,0,0.409091,0,0.5,0,0,0,0.5,0,0,0,0,0,0,1.518182,0,0,0,0,0.5,0,9.5,13.5,8,8,5.218182,2.572727,9.045454,3.945454,1.5,0.554545,3.045454,0,0,3.045454,0.818182,0,1.609091,1.518182,0,4.136364,0,0.5,0,63,GA
0,0,0,0,0,0,0,0,0,0.75,0,0,0.041667,0.166667,0,0,1.375,0,0,0,0,0.5,0,7,8,3.75,3.75,4.458333,2.416667,11.020833,4.479167,1.791667,0.083333,4.666667,0,0.25,4.416667,3.645833,0,1.208333,1.208333,0,5.333333,0,0.25,1.75,84.25,GA
0,0,0,3.415441,0,0,0,0,0,0,0,0,0,0,0,0,7.279412,0,0,0,0,1.5,0.5,23.5,34,12.5,12.5,11.091912,7.279412,28.797795,8.091912,6.779412,0,13.926471,0.5,5.970588,7.455882,7.301471,0,3.628677,0.8125,0,17.055147,0,1,1.5,184.5,GA
0,0,0,0.5,0,0.416667,0,0,0,0.416667,0,0,0,0,0,0,0.5,0,0,0.375,0,0.5,0.25,5.75,5.25,3.25,3.25,3.291667,1.666667,5.770833,1.291667,1.666667,0.375,2.4375,0,0.6875,1.75,1.75,0,0.416667,0,0,2.854167,0,0.25,0.75,33.75,GA
0,0,0,0.340909,0,0,0,0,0.045455,0.090909,0,0,0,0,0,0,1.030303,0,0.030303,0,0,0.090909,0,3.818182,4,2.363636,2.363636,2.901515,1.227273,3.204545,1.340909,0.454545,0.030303,1.378788,0.636364,0.333333,0.25,0.681818,0,0.840909,0.090909,0.181818,1.492424,0,0,0.272727,19.181818,GA
0,0,0,0.632143,0,0,0,0,0,1,0,0,0,0,0,0,1.82619,0,0.125,0,0,0,0,7.4,10.6,5.4,5.4,4.35,2.95119,10.184524,4.097619,3.455952,0,2.630953,0,0,2.630953,3.502381,0,1.575,3.347619,0,4.360714,0,0.6,0.8,36.2,GA
0,0,0,1.8,0,0,0,0,0,0,0,0,0,0,0,0,2.8,0,0,0,0,0,0,6,9,5,5,4,2.8,20.8,7.4,5.6,0,7.8,0,3.2,2.8,9.2,0,1,0,0,8.8,0,1,0,47,GA
0,0,0,0.615385,0,0,0,0,0,0,0,0,0,0,0,0,0.615385,0,0,0,0,0,0,11,18,13,13,3.923077,1.923077,5,0.615385,1.230769,1.307692,1.846154,0,1.230769,0.615385,1.846154,0,0,0,0,1.846154,0,0,0,80,GA
0.191205,74063,0.065385,1.092435,GA,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
0,0,0,1.5,0,0,0,0.071429,0,1.071428,0,0,0,0,0,0,2,0,0,0,0,1,0,9.5,11.5,5.5,5.5,5.428572,3.142857,15.25,3.839286,5.142857,0,6.267857,0,1.142857,5.125,4.357143,0,1,1.553571,1.142857,9.267857,0,0.5,1,74.5,GA
0,0,0,1.666667,0,0,0,0,0,0,0,0,0,0,0,0,1.666667,0,0,0,0,0,0,5,5,3,3,3.333333,1.666667,6.666666,3.333333,1.666667,0,1.666667,0,0,1.666667,3.333333,0,0,3.333333,0,1.666667,0,1,0,18,GA
0,0,0,1.275445,0,0.043478,0.25942,0.436836,0,0.206522,0,0,0,0,0,0.032609,2.554886,0,0.067194,0.026087,0,1.086957,0.304348,10.26087,13.086957,5.782609,5.782609,6.201271,3.670509,16.705377,4.383355,6.79659,0.086957,5.438475,1.73501,0.041149,3.662316,11.031895,0,0.357057,0.326087,0,6.396846,0,0.26087,1.478261,60.304348,RANDOM
0,0,0,0.433425,0,0.196154,0,0,0,0.35,0,0,0,0,0,0,1.330934,0,0,0,0,0.230769,0.153846,9.923077,17.076923,10.230769,10.076923,5.169708,2.645353,8.974502,3.945254,1.266972,0.96442,2.797856,0.268376,1.518522,1.010958,0.86685,0,1.247509,2.387398,0,3.631403,0,0.153846,0.461538,68.461538,GA
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2.5,2,2,2.25,1,2,1,1,0,0,0,0,0,0,0,1,0,0.5,0,0,0,1,11.5,GA
0,0,0,4.142857,0,1.107143,0,0,0,2.5,0,0,0.464286,0,0,0,3.642857,0,0.428571,0,0,2,1,22,30.5,10.5,10.5,11.714286,7.035715,40.392857,12.035715,11.785714,0,16.571428,4,0,12.571429,16.214286,0,1.107143,3.357143,0,21.821428,0,0.5,0,126,GA
0,0,0,1.666667,0,0,0,0,0,0.666667,0,0,0,0,0,0,1,0,0,0,0,0,0,4,5,3,3,3,1.666667,6,2.666667,2.333333,0,1,0,0,0,3.333333,0,0,0,0,1.666667,0,0,1,45,GA
0,0,0,1.35,0,0,0,0.25,0,1.1,0,0,0,0,0,0,2.35,0,0,0,0,1.5,0.5,11,16.5,7.5,7.5,6.9,3.95,16.45,4.95,5.65,0.25,5.6,0,0,5.6,6.6,0,1,0.45,0.95,8.150001,0,0,2.5,98,RANDOM
0,0,0,0.375,0,0,0,0,0,0.4375,0,0,0,0,0,0,1.375,0,0,0,0,0,0,6.75,8.25,3.5,3.5,4.1875,1.875,5.5,1.8125,1.5625,0.0625,2.0625,0,1.6875,0.375,2.75,0,0.4375,0,0,2.25,0,0,0.25,89,GA
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0,0,0,0,0,0,8,10,4,4,5,2.5,22,7.75,2.75,0,11.5,0,10.25,1.25,0,0,2.5,5.25,0,14.25,0,1,0,88,GA
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,3,2,2,2.5,1,3,2,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,18,GA
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,2.666667,2,2,2.333333,1,5,1,1.666667,0,2.333333,0,1.666667,0.666667,2,0,0,0.333333,0,3,0,0,2,24,GA
0,0,0,0,0,0.375,0,0.0625,0,1.625,0,0,0,0,0,0,0,0,0,0,0,0.25,0,4.75,5.25,3,3,3.25,1.6875,3.4375,1.75,1.6875,0,0,0,0,0,2.6875,0,0.375,0,0,0.375,0,0.25,0.25,20.5,GA
0,0,0,0.347222,0,0,0,0,0,0,0,0,0,0,0,0,0.754149,0,0,0,0,0,0,8.083333,11.25,7.916667,7.083333,3.62249,1.642932,3.692896,1.064755,0.473635,0.888784,1.265723,0.689334,0.145833,0.430556,0.861111,0,0.406926,0.55276,0,1.392136,0,0.083333,0.833333,40.833333,GA
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,2,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,16,GA
0,0,0,0.980649,0,0.045455,0,0,0,0.651173,0,0,0,0,0,0,1.205342,0,0.066116,0,0,0.272727,0.090909,10.363636,15,8.272727,8.272727,5.56327,2.467385,9.435454,2.006928,2.923374,0.544754,3.960397,0,1.03472,2.925678,3.136171,0,0.79632,1.089318,0,4.940027,0,0.363636,1.363636,48.636364,RANDOM
0,0,0,1.632432,0,0.027027,0,0,0,0.027027,0,0,0.045946,0.009009,0,0.071171,1.931081,0,0.092793,0,0,1.027027,0.324324,6.081081,6.594595,3.054054,3.054054,4.667117,2.177027,9.981982,2.237387,2.690991,0,5.053604,0.389189,1.026126,3.638288,4.163063,0,0.146396,0.103604,0,5.672523,0,0.567568,1.783784,42.72973,GA
0,0,0,1.55,0,0,0,0,0,0,0,0,0,0,0,0,2.05,0,0,0,0,1,0,6.5,7.5,3.5,3.5,4.6,2.15,9,2.45,2.05,0.1,4.4,0,0.4,4,3.1,0,0.5,1.7,0,4.9,0,1,0,45.5,GA
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,2,3,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,56,GA
0,0,0,0,0,0,0,0,0,1.133333,0,0,0,0,0,0,0.688889,0,0,0,0,0,0,4.333333,5,3.333333,3.333333,2.988889,1.822222,4.933333,1.955556,2.288889,0,0.688889,0,0,0.688889,1.777778,0,1,1.488889,0,2.155556,0,0,1,13,RANDOM
0,0,0,7.428571,0,0,0,0,0,0,0,0,0,0,0,0,7.428571,0,0,0,0,0,0,27,39,14,14,9.357142,7.428571,29.714285,14.857142,7.428571,0,7.428571,0,0,0,14.857142,0,0,0,0,7.428571,0,1,0,110,GA
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,3,2,2,2.5,1,4,1,2,0,1,0,0,1,0,0,1,1,0,3,0,0,1.5,45,GA
0,0,0,0,0,1.666667,0,0,0,1.666667,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,3,3,3.333333,1.666667,3.333333,1.666667,1.666667,0,0,0,0,0,0,0,1.666667,0,0,1.666667,0,0,0,22,GA
0,0,0,0,0,0,0,0,0,1.666667,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,3,3,3,1.666667,3.333333,1.666667,1.666667,0,0,0,0,0,3.333333,0,0,0,0,0,0,0,1,17.5,GA
0,0,0.4375,1.125,0.5,0.875,0.5,0,0.4375,2.125,0,0,0,0,0,0,1.6875,0,0,0,0,0,0,15.5,21,10,10,6.40625,4.75,11.625,4.3125,5.0625,0,2.25,0.75,0.875,0.125,2.25,0.875,2.6875,0.875,0,5.3125,0,0.5,0,66.5,GA
0,0,0,1,0,0,0,0.25,0,1,0,0,0,0,0,0,0.5,0,0,0,0,0.5,0,4.5,5,2.5,2.5,3.833333,1.75,5,2,2.5,0,0.5,0,0,0.5,3.75,0,0,0.75,0,1.25,0,0,0,28,GA
0,0,0,0.8125,0.375,0.625,0.625,0,0,0.625,0,0,0,0,0,0,0.8125,0,0,0,0,0,0,6.5,5.5,3.75,3.75,3.0625,2.0625,6.520833,1.604167,3.541667,0,1.375,0,0.083333,1.125,2.125,0,0.625,0.5625,0,3.604167,0,0.25,0.5,32.5,GA
0,0,0,0,0,0,0,0,0.444444,0.666667,0,0,0,0,0,0,0,0,0,0,0,0,0,3.666667,3.333333,2.666667,2.666667,2.444444,1.444444,3,0.666667,1.555556,0.333333,0.444444,0,0,0.444444,2.222222,0,0,0,0,0.444444,0,0,0.666667,14.333333,GA
