TARGET_CLASS,COVERAGE_GA,TIME_GA,COVERAGE_RAND,TIME_RAND,DIF_COVERAGE,DIF_TIME,Project,Package,Class,INT-INT,INT-FLOAT,FLOAT-FLOAT,BOOL-BOOL,REF-REF,REF-NULL,VARVAR,VAREXP,VARMETHOD,VARCONST,VARARRAY,EXPEXP,EXPMETHOD,EXPCONST,EXPARRAY,METHODMETHOD,METHODCONST,METHODARRAY,CONSTCONST,CONSTARRAY,ARRAYARRAY,NLp,NNLp,Nodes,Edges,CompCicl,NPths,PS,NCtr,NEl,NCtt,NVar,NEx,NMC,NIC,NIntC,NEC,NInt,NFlt,NNull,NArr,NStr,NObj,NLExp,UPC,Args,Lob,CLASS
org.exolab.jms.tools.db.TableDescriptor,0.673520114942529,88406,0.731360153256705,83609,-0.057840038314176,1.05737420612613,org.exolab.jms.tools.db.TableDescriptor,0.673520114942529,88406,0.731360153256705,83609,-0.057840038314176,1.05737420612613,RANDOM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
visu.handball.moves.views.StatusBar,0.902307091991025,115127,0.816397587227262,102661,0.085909504763763,1.12142878015994,/home/gramos/USP/MSI/56_jhandballmoves,visu.handball.moves.views,StatusBar,0,0,0,1.2,0,0,0,0,0,0,0,0,0,0,0,0.133333,3.733333,0,0,1.4,0,0,0,44,72,30,30,7.833334,5.266667,23.533333,5.8,7.6,0,10.133333,0,6.7,2.766667,6.133333,0,2.533333,0,0,12.8,0,1,1,275,GA
org.dom4j.tree.QNameCache,0.454568667827315,86771,0.40327749454204,88988,0.051291173285275,0.975086528520699,/home/gramos/USP/MSI/62_dom4j,org.dom4j.tree,QNameCache,0,0,0,0.5,0.333333,0.25,0.333333,0,0,0.583333,0,0,0,0,0,0,0.694444,0,0.388889,0,0,0.333333,0,5.666667,6.333333,3,3,4.111111,2,6,2.055556,2.138889,0,1.805556,0.111111,0,1.694444,1,0,1.555556,0.444444,0,3.444444,0,0.333333,1,31.333333,GA
net.sf.sugar.fspath.xpath.RegexFunctionResolver,0.990384615384615,66299,0.989010989010989,9007,0.001373626373626,7.36083046519374,/home/gramos/USP/MSI/60_sugar,net.sf.sugar.fspath.xpath,RegexFunctionResolver,0,0,0,0.666667,0,0,0,0,0,1,0,0,0,0,0,0,0.666667,0,0,0,0,0,0,4,4,3,3,2.666667,1.666667,6,1.666667,2.333333,0,2,0,0,2,3.333334,0,0,0,0,2.666667,0,0,0,16,GA
org.jcvi.jillion.core.util.iter.ChainedIterator,0.916666666666667,74061,0.841145833333333,67591,0.075520833333334,1.0957228033318,/home/gramos/USP/MSI/92_jcvi-javacommon,org.jcvi.jillion.core.util.iter,ChainedIterator,0,0,0,0.916667,0.416667,0,0.416667,0,0,0,0,0,0,0,0,0,0.916667,0,0,0,0,0,0,4.25,3.75,2.5,2.5,2.583333,1.333333,3.583333,1.166667,1.5,0,0.916667,0.25,0,0.666667,1.833333,0,0.25,0,0,1.5,0,0.25,0,25,GA
macaw.presentationLayer.VariableSelectionDialog,0.182492897727273,63684,0.291988636363636,62560,-0.109495738636363,1.01796675191816,/home/gramos/USP/MSI/69_lhamacaw,macaw.presentationLayer,VariableSelectionDialog,0,0,0,0,0,0,0,0,0.833333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,2.5,2.5,2.666667,1.333333,3,0,1.666667,0.5,0.833333,0,0,0.833333,0,0,0,0,0,2.5,0,0,0,15,RANDOM
org.dom4j.tree.AbstractElement,0.589860053912089,216502,0.659229538161955,213936,-0.069369484249866,1.01199424126842,/home/gramos/USP/MSI/62_dom4j,org.dom4j.tree,AbstractElement,0,0,0,0.806516,0.025641,0.025641,0.025641,0,0.067521,0.182401,0,0,0.162507,0,0,0,1.968595,0,0.021978,0.012821,0,0.512821,0.025641,6.923077,8,3.948718,3.948718,4.494711,2.467105,9.03474,3.260065,1.080625,0.025641,4.668409,1.937562,0.352337,2.159796,3.874478,0,0.744877,0.578449,0,4.00611,0,0.076923,0.846154,34.897436,RANDOM
org.exolab.jms.net.KillServiceImpl__Proxy,0.975,69519,0.657142857142857,69946,0.317857142857143,0.993895290652789,/home/gramos/USP/MSI/66_openjms,org.exolab.jms.net,KillServiceImpl__Proxy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,2.5,2.5,2.5,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,23,GA
org.exolab.jms.tools.migration.master.MasterUserStore,0.344642857142857,85427,0.45952380952381,83188,-0.114880952380953,1.02691493965476,/home/gramos/USP/MSI/66_openjms,org.exolab.jms.tools.migration.master,MasterUserStore,0,0,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,1.5,0,0,0,0,1,0,4,4,2,2,4,1.5,7.5,1.5,2.25,0,3.75,0,3,0.75,3,0,0,0,0,4.5,0,1,0,25,RANDOM
com.sap.engine.services.dc.wsgate.ArchiveFile,0.905516661451815,97940,0.873781959592348,91783,0.031734701859467,1.06708213939401,/home/gramos/USP/MSI/101_netweaver,com.sap.engine.services.dc.wsgate,ArchiveFile,0,0,0,1.285714,0.5,0.857143,0.5,0,0,2.178572,0,0,0.214286,0,0,0,2.464286,0,0,0,0,0.5,0,17,23,10.5,10.5,7.392857,5.357143,14.178572,5.928572,4.285715,0,3.964286,1.714286,0.464286,1.285714,4.142857,0,3.071428,0.428571,1.571429,5.928571,0,0.5,0,61,GA
bible.util.Database,0.374592055006219,88995,0.336809569130513,84981,0.037782485875706,1.04723408761959,/home/gramos/USP/MSI/68_biblestudy,bible.util,Database,0,0,0,0.26292,0,0.166667,0,0,0,0.248214,0,0.027778,0,0.166667,0,0,0.752795,0,0,0,0,0.25,0.083333,7.583333,11.25,6.833333,6.5,4.504634,1.960253,6.297689,1.731081,1.579318,0.764799,2.222491,0.519894,0.603227,1.07486,2.040517,0,0.470437,0.790529,0,2.705264,0.083333,0,0.916667,52.5,GA
com.lts.application.ExceptionPanel,0.242133320047828,70069,0.166184734954165,81515,0.075948585093663,0.859584125621051,/home/gramos/USP/MSI/78_caloriecount,com.lts.application,ExceptionPanel,0,0,0,0.25,0,0.25,0,0.0625,0,0.375,0,0,0,0,0,0,0.5625,0,0,0,0,0.5,0.25,4.5,4.75,2.5,2.5,3.5,1.5,3.875,1.3125,1.1875,0.5,0.875,0,0,0.625,0.9375,0,0.5625,0,0.1875,1.625,0,0.25,0.25,31.75,GA
net.sf.xbus.protocol.records.RecordTypeManipulator,0.133779617007465,84823,0.023412312019907,72848,0.110367304987558,1.16438337359982,/home/gramos/USP/MSI/83_xbus,net.sf.xbus.protocol.records,RecordTypeManipulator,0,0,0,0.656836,0,0.156566,0,0,0,0.156566,0.158333,0,0.164664,0,0,0,2.193856,0,0.866507,0,0,1.166667,0.333333,15.333333,32.166667,21,20.5,7.088695,4.13883,17.335604,6.903336,3.361316,0.598905,6.472047,0.005208,0.488793,5.978046,6.307382,0,1.266349,2.102521,0.158333,7.38491,0,0.833333,1.5,92.166667,GA
org.quickserver.net.server.GhostSocketReaper,0.489604799791313,90078,0.451269510021303,81400,0.03833528977001,1.10660933660934,/home/gramos/USP/MSI/93_quickserver,org.quickserver.net.server,GhostSocketReaper,0,0,0,2.678724,0,0.166667,0,0,0,1.156678,0,0.06705,0.155172,0.167832,0,0,2.960631,0,0.053571,0,0,0.833333,0.166667,18.166667,34.5,20.166667,19.833333,8.403962,5.251086,17.48203,6.880247,4.553817,0.690152,5.357815,0.035304,3.102301,2.22021,10.357709,0,0.525862,0,0,5.908307,0,0.166667,1,116.166667,GA
net.sourceforge.squirrel_sql.client.gui.db.ConnectToAliasCallBack,0.84159441540227,103993,0.850750669386714,94372,-0.009156253984444,1.10194761157971,/home/gramos/USP/MSI/102_squirrel-sql,net.sourceforge.squirrel_sql.client.gui.db,ConnectToAliasCallBack,0,0,0,2,0,0.833333,0,0,0,1.333333,0,0,0,0,0,0,1.772727,0,0,0,0,0,0,13,17,7,7,5.015152,3.106061,9.666667,4.606061,3.106061,0,1.954546,0,0.090909,0.363636,4.181818,0,1.015151,0,0,2.969697,0,0.5,0.5,75,GA
org.heal.servlet.ShowMetadataAction,0.395249766573296,78245,0.228583099906629,68798,0.166666666666667,1.13731503822786,/home/gramos/USP/MSI/96_heal,org.heal.servlet,ShowMetadataAction,0,0,0,2.434782,0,0,0,0,0,0,0,0,0,0,0,0,3.391304,0,0,0,0,1,0,18,38,23,23,7.956522,4.347826,41.086956,11.173913,6.782609,0.956522,22.173914,0,6,16.173914,4.869565,0,0.956522,7.782609,0,26.521738,0,1,0,242,GA
umd.cs.shop.JSJshop,0.45803455527833,111448,0.347863492812749,95122,0.110171062465581,1.17163221967578,/home/gramos/USP/MSI/85_shop,umd.cs.shop,JSJshop,0,0,0,0.666111,0,0.313333,1.022059,0.02,0,0.854837,0,0,0.080556,0,0,0,1.172828,0,0,0,0,0.7,0.2,13.7,23.1,13.6,13.6,5.596468,3.56009,14.335309,4.449397,4.940835,0.409811,4.535266,0.262222,0.861111,3.411933,5.977438,0,0.571282,2.439168,0,5.797268,0,0.4,1,85,GA
com.sap.managementconsole.soap.axis.sapcontrol.J2EEThread,0.936369275664292,135102,0.820684623829368,105734,0.115684651834924,1.27775360811092,/home/gramos/USP/MSI/101_netweaver,com.sap.managementconsole.soap.axis.sapcontrol,J2EEThread,0,0,0,1.224138,0.5,1.051724,0.5,0,0,5.362069,0,0,0,0,0,0,9.713218,0,0,0,0,0,0,47.5,79.5,36.5,36.5,17.482758,15.575287,35.745401,15.575287,10.232758,0,9.937356,6.066667,3.163793,0.206897,2.448276,0,13.85115,4.017241,0,18.945977,0,0.5,0,183.5,GA
net.sourceforge.squirrel_sql.client.gui.builders.I15dPanelBuilder,0.632118055555556,88804,0.570919599723948,76319,0.061198455831608,1.16358966967597,/home/gramos/USP/MSI/102_squirrel-sql,net.sourceforge.squirrel_sql.client.gui.builders,I15dPanelBuilder,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,3,3,2.666667,1.333333,2.333333,1,1,0.333333,0,0,0,0,0,0,1,0,0,1,0,0,0,16,GA
org.heal.servlet.cataloger.EditContextURLAction,0.783134920634921,80231,0.442857142857143,64882,0.340277777777778,1.23656792330693,/home/gramos/USP/MSI/96_heal,org.heal.servlet.cataloger,EditContextURLAction,0,0,0,1.2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,9,11,5,5,5,3,19.8,6.4,3.4,0,10,0,1.6,8.4,2.4,0,1.8,3.4,0,12.200001,0,0,0,57,GA
org.heal.servlet.cataloger.CancelEditMetadataAction,0.67288961038961,68265,0.322781385281385,65146,0.350108225108225,1.04787707610598,/home/gramos/USP/MSI/96_heal,org.heal.servlet.cataloger,CancelEditMetadataAction,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.666667,0,0,0,0,0,0,5,5,3,3,3,1.666667,5.666666,2.333333,1.666667,0,1.666667,0,1,0.666667,2.666666,0,0.666667,0,0,2.333333,0,0,0,26,GA
com.sap.managementconsole.soap.axis.sapcontrol.TaskHandlerQueue,0.942644557823129,121485,0.856014469279775,82158,0.086630088543354,1.4786752355218,/home/gramos/USP/MSI/101_netweaver,com.sap.managementconsole.soap.axis.sapcontrol,TaskHandlerQueue,0,0,0,1.066667,0.5,0.866667,0.5,0,0.7,1.833333,0,0,0,0,0,0,1.133333,0,0,0,0,0,0,14,18.5,9,9,5.733333,4.166667,10.466667,3.466667,5.1,0,1.9,0.333333,1,0.066667,3.533333,0,1.9,0.533333,0,4.533334,0,0.5,0,64.5,GA
org.exolab.jms.tools.admin.CreateQueueDialog,0.25857857658029,80606,0.103681638540739,74319,0.154896938039551,1.08459478733567,/home/gramos/USP/MSI/66_openjms,org.exolab.jms.tools.admin,CreateQueueDialog,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,2,2.5,1,2,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,9,GA
net.virtualinfinity.atrobots.compiler.AtRobotPortFactory,0.519412878787879,85471,0.233495670995671,89214,0.285917207792208,0.958044701504248,/home/gramos/USP/MSI/86_at-robots2-j,net.virtualinfinity.atrobots.compiler,AtRobotPortFactory,0,0,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,1.5,0,0,0,0,1,0,4,4,2,2,4,1.5,6,1.5,1.5,0,3,0,0,3,3,0,0,0,0,3,0,1,3,16,GA
com.browsersoft.openhre.hl7.impl.parser.XMLUtils,0.790093085106383,66520,0.790093085106383,63314,0,1.05063651009255,/home/gramos/USP/MSI/75_openhre,com.browsersoft.openhre.hl7.impl.parser,XMLUtils,0,0,0,0.7,0,0,0,0.25,0,0.5,0,0,0.45,0,0,0,2.4,0,0.1,0,0,1,0,10.5,14.5,6,6,7.1,3.7,14.55,6.85,4.2,0,3.5,0,0,3.5,9.7,0,0.4,3.85,0,5.3,0,0.5,0.5,65.5,GA
net.virtualinfinity.atrobots.hardware.scanning.scanner.Scanner,0.707386363636364,77342,0.559090909090909,81365,0.148295454545455,0.950556135930683,/home/gramos/USP/MSI/86_at-robots2-j,net.virtualinfinity.atrobots.hardware.scanning.scanner,Scanner,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,3,2,2,2.5,1,8,3,2,0,3,1,2,0,4,1,0,0,0,3,0,0,0,21,GA
visu.handball.moves.actions.StartOneSequenceAnimationAction,1,99230,0.909090909090909,107970,0.090909090909091,0.919051588404186,visu.handball.moves.actions.StartOneSequenceAnimationAction,1,99230,0.909090909090909,107970,0.090909090909091,0.919051588404186,GA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
net.sourceforge.squirrel_sql.client.db.AliasGroupBeanInfo,0.880952380952381,68511,0.863945578231292,64023,0.017006802721089,1.07009980788154,/home/gramos/USP/MSI/102_squirrel-sql,net.sourceforge.squirrel_sql.client.db,AliasGroupBeanInfo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,2,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,31,GA
org.jcvi.jillion.core.util.JoinedStringBuilder,0.867788461538461,76917,0.842948717948718,69928,0.024839743589743,1.09994565839149,/home/gramos/USP/MSI/92_jcvi-javacommon,org.jcvi.jillion.core.util,JoinedStringBuilder,0,0,0,2.5,0,2.4,0,0,0,2.4,0,0,0,0,0,0,3.7,0,0,0,0,1,0,16,24,10,10,8.4,6.1,19.7,6.1,5.8,0,7.8,0,0,7.8,6,0,3.1,0,0,10.6,0,1,0,71,GA
net.virtualinfinity.atrobots.computer.InstructionTable,0.9375,72515,0.928571428571429,11485,0.008928571428571,6.31388767958206,/home/gramos/USP/MSI/86_at-robots2-j,net.virtualinfinity.atrobots.computer,InstructionTable,0,0,0,0,0,0,0.666667,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,3,3,3.666667,1.666667,4,1,3,0,0,0,0,0,3.333333,0,0,0,0,0,0,0,0,14,GA
ipac.IPv4,0.537750227617044,92793,0.474006439587313,75217,0.063743788029731,1.23367057978914,ipac.IPv4,0.537750227617044,92793,0.474006439587313,75217,0.063743788029731,1.23367057978914,GA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ipac.IPAC,0.312679018976011,89986,0.300286430361618,71895,0.012392588614393,1.25163085054594,ipac.IPAC,0.312679018976011,89986,0.300286430361618,71895,0.012392588614393,1.25163085054594,GA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ipac.IPv6,0.543509369146704,100414,0.481418109881616,75744,0.062091259265088,1.32570236586396,ipac.IPv6,0.543509369146704,100414,0.481418109881616,75744,0.062091259265088,1.32570236586396,GA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
com.sap.engine.services.dc.wsgate.DeployFault,0.9085347186728,140325,0.811709746510411,125439,0.096824972162389,1.118671226652,/home/gramos/USP/MSI/101_netweaver,com.sap.engine.services.dc.wsgate,DeployFault,0,0,0,1.142857,0.5,0.857143,0.5,0,0,2.178572,0,0,0,0,0,0,1.714286,0,0,0,0,0,0,14.5,19,9,9,6.035714,4.392857,10.535714,4.392857,4.285715,0,1.857143,0.75,0.464286,0.142857,2.285714,0,2.75,0.964286,0,5,0,0.5,0,51.5,GA
simulator.CA.BehaviourLaunchGUI,0.686821219715957,73357,0.573338107172694,81642,0.113483112543263,0.898520369417702,/home/gramos/USP/MSI/10_water-simulator,simulator.CA,BehaviourLaunchGUI,0,0,0,1.0625,0,0,0,0,0,0,0,0,0,0,0,0,2.0625,0,0,0,0,0,0,10,24,16,16,4.875,2.8125,14.625,3.125,5.1875,0.75,5.5625,0,0,4.5,2.125,0,1,0,0,9.6875,0,1,0,72,GA
net.sf.sugar.fspath.xpath.FSNamespaceContext,0.760416666666667,66737,0.760416666666667,24537,0,2.71985165260627,/home/gramos/USP/MSI/60_sugar,net.sf.sugar.fspath.xpath,FSNamespaceContext,0,0,0,1.25,0,0,0,0,0,1,0,0,0,0,0,0,1.25,0,0,0,0,0,0,7,6,4,4,3.25,2.25,7,3.5,2.25,0,1.25,0,0,1.25,2.5,0,1,3.5,0,2.25,0,1,0,21,GA
jipa.Main,0.513674564042035,103374,0.446244383947609,85975,0.067430180094426,1.20237278278569,/home/gramos/USP/MSI/26_jipa,jipa,Main,0,0,0,0.515152,0,0,0,0.045455,0,0.181818,0,0,0.158061,0,0,0.091648,1.38668,0,0.116883,0.215078,0,0.727273,0.181818,10.454545,15.272727,7.636364,7.545455,4.284289,2.339563,9.078978,3.500396,2.379738,0.143939,3.054904,0,0.642092,2.412813,5.295692,0,0.143939,1.997994,0,3.284658,0,0.272727,0.636364,67.363636,GA
com.browsersoft.openhre.hl7.impl.config.HL7MessageMapImpl,0.945924764890282,89369,0.924144461859979,13247,0.021780303030303,6.74635766588662,/home/gramos/USP/MSI/75_openhre,com.browsersoft.openhre.hl7.impl.config,HL7MessageMapImpl,0,0,0,0.5,0,0,0,0.25,0,0.5,0,0,0,0,0,0,0.5,0,0,0,0,0.5,0,3.5,3.25,2,2,3.125,1.25,5.25,1.5,2.125,0,1.625,0.375,0,1.25,2.75,0,0,0.5,0.75,2.5,0,0,0.5,26.5,GA
org.heal.servlet.admin.AdminAction,0.571354166666667,69055,0.571354166666667,69410,0,0.994885463189742,/home/gramos/USP/MSI/96_heal,org.heal.servlet.admin,AdminAction,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,3,2,2,2.5,1,5,2,1,0,2,0,0,2,0,0,1,1,0,3,0,0,0,47,GA
com.browsersoft.aacs.StreamHandler,0.84476461038961,70902,0.837082560296846,70732,0.007682050092764,1.0024034383306,/home/gramos/USP/MSI/75_openhre,com.browsersoft.aacs,StreamHandler,0,0,0,0.818182,0,0,0,0,0,0,0,0,0,0,0,0,1.636364,0,0,0,0,2,1,9,18,11,11,5.636363,2.545454,8.272727,2.454546,1.636364,0.909091,3.272727,0,0,3.272727,1.636364,0,0.818182,1.636364,0,4.090909,0,1,0,41,GA
ghm.follow.FileFollower,0.782466484607746,245455,0.693555663296052,208041,0.088910821311694,1.17983955085776,/home/gramos/USP/MSI/41_follow,ghm.follow,FileFollower,0,0,0,1.233333,0,0,0,0,0,0.533333,0,0,0,0.066667,0,0,0.9,0,0.2,0,0,0.8,0,4.8,5.2,2.4,2.4,4.266667,1.7,4.966667,2.033333,1.433333,0,1.5,0,0,1.5,3.066667,0,0.2,0,0,1.5,0,0.6,0.8,22,GA
org.exolab.jms.net.EchoServiceImpl__Proxy,0.654594594594595,85961,0.643045484508899,75029,0.011549110085696,1.14570366125098,/home/gramos/USP/MSI/66_openjms,org.exolab.jms.net,EchoServiceImpl__Proxy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8,3.8,2.9,2.9,2.9,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.8,36.4,GA
net.sourceforge.schemaspy.util.PasswordReader,0.672608246927804,68422,0.630941580261137,70757,0.041666666666667,0.966999731475331,/home/gramos/USP/MSI/36_schemaspy,net.sourceforge.schemaspy.util,PasswordReader,0,0,0,0.090909,0,0.5,0,0,0,0.5,0,0,0,0.090909,0,0,0.969697,0,0.5,0,0,0.5,0,12,27,18.5,18,4.742424,2.712121,6.015151,2.833333,1.560606,0.651515,0.969697,0,0,0.878788,3.30303,0,0.5,0,0,1.469697,0,0.5,0,69,GA
visu.handball.moves.actions.StartAnimationAction,1,72661,0.87012987012987,96211,0.12987012987013,0.755225493966386,/home/gramos/USP/MSI/56_jhandballmoves,visu.handball.moves.actions,StartAnimationAction,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,4,4,2,2,3,1,4,0.5,2,0,1.5,0,1,0.5,1,0,0,0,0,2.5,0,0,0,15,GA
net.virtualinfinity.atrobots.compiler.AtRobotCompilerOutput,0.967105263157895,115048,0.84703947368421,98661,0.120065789473685,1.16609399864181,/home/gramos/USP/MSI/86_at-robots2-j,net.virtualinfinity.atrobots.compiler,AtRobotCompilerOutput,0,0,0,0.97619,0,0.357143,0,0,0,0.357143,0,0,0,0,0,0,0.97619,0,0,0,0,0,0,4,3.142857,2.571429,2.571429,2.333333,1.333333,2.785714,1.333333,0.47619,0,0.97619,0.857143,0.119048,0,1.952381,0,0.357143,0,0,0.476191,0,0,0.142857,18.571429,GA
glengineer.agents.PreferredGapAgent,0.826431683784625,90355,0.815953742608154,86517,0.010477941176471,1.04436122380573,/home/gramos/USP/MSI/40_glengineer,glengineer.agents,PreferredGapAgent,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,2,2,2,2,1,4,2,1,0,1,0,0,0,2,0,0,0,0,1,0,0,0,25,GA
de.paragon.explorer.figure.ListBoxFigure,0.943098954786099,93847,0.482987025959756,87434,0.460111928826343,1.07334675297939,/home/gramos/USP/MSI/63_objectexplorer,de.paragon.explorer.figure,ListBoxFigure,0,0,0,1.208333,0,0,0,0,0,0,0,0,0,0,0,0,1.208333,0,0,0,0,2,0.5,7,12,7,7,5.5,2,5.833334,1.5,0.5,0.791667,3.041667,1.208333,1.541667,0,2.666667,0,0,0,0,2.083334,0,0,0.5,87.5,GA
de.huxhorn.lilith.logback.servlet.LogbackShutdownServletContextListener,0.95,70668,0.933333333333333,15715,0.016666666666667,4.49685014317531,/home/gramos/USP/MSI/43_lilith,de.huxhorn.lilith.logback.servlet,LogbackShutdownServletContextListener,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,3,2,2,2.5,1,4,2,0,0,2,0,0,1,2,0,0,0,0,1,0,0,0,14,GA
visu.handball.moves.actions.PlaceDefenderAction,1,57225,0.916666666666667,39892,0.083333333333333,1.43449814499148,visu.handball.moves.actions.PlaceDefenderAction,1,57225,0.916666666666667,39892,0.083333333333333,1.43449814499148,GA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
visu.handball.moves.actions.PlaceOffenderAction,1,75282,0.928571428571429,43478,0.071428571428571,1.73149638897833,visu.handball.moves.actions.PlaceOffenderAction,1,75282,0.928571428571429,43478,0.071428571428571,1.73149638897833,GA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
net.sf.xbus.technical.file.FileSender,0.152811468229904,68071,0.244498349167846,63503,-0.091686880937942,1.07193360943577,/home/gramos/USP/MSI/83_xbus,net.sf.xbus.technical.file,FileSender,0,0,0,1.312059,0,0,0,0.208225,0,0.895238,0,0,0,0,0,0,1.300928,0,0,0.171429,0,0.571429,0,8.142857,11,5.857143,5.857143,5.173964,2.984601,10.372604,3.436364,3.603216,0.408782,2.924242,0.183673,0.968769,1.7718,5.338343,0,0.314286,1.745083,0.674892,3.939394,0,0.142857,1,61.142857,RANDOM
nu.staldal.lagoon.core.FileEntry,0.20367580114088,70617,0.09878486023677,71120,0.10489094090411,0.992927446569179,/home/gramos/USP/MSI/52_lagoon,nu.staldal.lagoon.core,FileEntry,0,0,0,1.130848,0,0.333333,0,0.037037,0,0.768519,0,0,0.004386,0,0,0,1.476887,0,0.157164,0,0,0.5,0.166667,10.166667,12.5,5.666667,5.666667,4.931113,2.608152,10.046157,4.135025,2.946429,0.16416,2.800543,0.064258,0.486216,1.825362,4.369779,0,1.169347,1.152639,0.203704,4.049011,0,0.333333,0.833333,72.916667,GA
com.jstevh.viewer.ClassViewer,0.150758400980729,83845,0.199592761591327,92403,-0.048834360610598,0.907383959395258,com.jstevh.viewer.ClassViewer,0.150758400980729,83845,0.199592761591327,92403,-0.048834360610598,0.907383959395258,GA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
org.jcvi.jillion.internal.trace.chromat.abi.tag.Ab1LocalTime,0.981195887445887,72658,0.978509585652443,70784,0.002686301793444,1.02647490958409,/home/gramos/USP/MSI/92_jcvi-javacommon,org.jcvi.jillion.internal.trace.chromat.abi.tag,Ab1LocalTime,0,0,0,0,1,0.857143,2.285714,0,0,0.857143,0,0,0,0,0,0.714286,0,0,0,0,0,0,0,13,12,7,7,4.857143,3.857143,9.714286,0.857143,7.428571,0,1.428572,0.714286,0,0.714286,2.571429,0,0.857143,0,0,6.285714,0,0,0,42,GA
net.sourceforge.schemaspy.model.Table,0.160958946535636,68575,0.03510889586391,75611,0.125850050671726,0.906944756715293,/home/gramos/USP/MSI/36_schemaspy,net.sourceforge.schemaspy.model,Table,0,0,0,1.723242,0.033333,0.066667,0.033333,0,0,0.601623,0,0,0.011111,0.001333,0,0,2.49179,0,0.069321,0,0,1.033333,0.366667,12.9,18.466667,8.533333,8.4,6.530546,3.39591,16.733631,3.683409,3.114406,0.187398,9.748418,1.178609,2.086977,6.482832,3.846215,0,1.327406,1.021715,0,10.994064,0,0.533333,0.5,62.066667,GA
org.character.data.config.TXTCharConfig,0.746267116348053,81093,0.545976535557983,72614,0.20029058079007,1.1167681163412,/home/gramos/USP/MSI/81_javathena,org.character.data.config,TXTCharConfig,0,0,0,0.977273,0,0,0,0,0,0,0,0,0,0,0,0,34.704544,0,0,0,0,0,0,92,133,44,44,37.863636,34.727272,209.29546,68.52273,35.795456,0.022727,104.954544,0,34,70.954544,69.318184,0,1,68.795456,0,105.954544,0,1,0,851,GA
net.sourceforge.jiprof.instrument.clfilter.GenericClassLoaderFilter,0.953125,71306,0.946428571428571,6017,0.006696428571429,11.8507561907928,/home/gramos/USP/MSI/51_jiprof,net.sourceforge.jiprof.instrument.clfilter,GenericClassLoaderFilter,0,0,0,0.666667,0,0,0,0.333333,0,1,0,0,0,0,0,0,0.666667,0,0,0,0,1,0,6,6,3,3,4.333334,2,7.666666,3,4,0,0.666667,0,0,0.666667,5,0,0,0,0,0.666667,0,0,0,24,GA
module.ServerNetworkModule,0.142565359477124,72089,0,68459,0.142565359477124,1.05302443798478,/home/gramos/USP/MSI/27_gangup,module,ServerNetworkModule,0,0,0,0.32381,0,0,0,0.095238,0,0.47619,0.114286,0,0,0.028571,0,0,0.438095,0,0.142857,0.238095,0,0.714286,0,10.857143,16.571429,8,8,5.007769,2.128321,5.95213,2.47619,2.104762,0.594987,0.77619,0,0.42381,0.352381,2.609524,0,0.438095,0.47619,0.42381,1.495238,0,0.142857,0.857143,69.857143,GA
